Table Name,Field Name,Field Type,Description,Example,Include,Tags,Transformation,Target Deployment,Flag,Table Reference,Field Reference,Is Primary?,Unique,Risk Status,Risk Type,Transformation1,Change Notes
DIM_ANATOMIC_LOCATION,STANDARD_ANATOMIC_LOCATION_CODE,VARCHAR 50,Actual Data Governance blessed code value designating where in the body the sample was taken,Unknown,Yes,,,Q1 2020,,,,,,Low,-,No change,
DIM_ANATOMIC_LOCATION,STANDARD_ANATOMIC_LOCATION_DESCRIPTION,VARCHAR 255,Description of the Data Governance blessed code value designating where in the body the sample was taken,Unknown,Yes,,,Q1 2020,,,,,,Low,-,No change,
DIM_ANATOMIC_LOCATION,STANDARD_ANATOMIC_LOCATION_DK,BIGINT 8,Unique identifier used as a primary key which contains a value that identifies a specific row within the DIM_ANATOMIC_LOCATION table.,(Key value),Yes,,,Q1 2020,,,,,,Low,-,No change,
DIM_APPOINTMENT_DISPOSITION,APPOINTMENT_DISPOSITION_CODE,VARCHAR 50,The code for the disposition of the appointment,CHECKEDOUT,Yes,,,Q1 2020,,,,,,Low,-,No change,
DIM_APPOINTMENT_DISPOSITION,APPOINTMENT_DISPOSITION_DESCRIPTION,VARCHAR 255,The description of the disposition of the appointment,Checked Out,Yes,,,Q1 2020,,,,,,Low,-,No change,
DIM_APPOINTMENT_DISPOSITION,APPOINTMENT_DISPOSITION_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_APPOINTMENT_DISPOSITION table which provides information about the specified appointment disposition,(Key value),Yes,,,Q1 2020,,DIM_APPOINTMENT_DISPOSITION,,PRIMARY,Yes,Low,-,No change,
DIM_APPOINTMENT_DISPOSITION,DEID_DTM,TIMESTAMP 10,Date and time the DEID software processed the first record in the file,2021-09-04 21:36:51,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_APPOINTMENT_DISPOSITION,DEID_VERSION,VARCHAR 30,DEID Software version which process this file,v1.8.3,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_APPOINTMENT_DISPOSITION,EXTRACT_DTM,TIMESTAMP 10,Date and time the table was extracted from the source in the data files,2021-07-26 21:36:51,Yes,,,Q2-Q4 2021,,,,,,,,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_APPOINTMENT_DISPOSITION,EXTRACT_SOURCE,VARCHAR 30,Source of the table from where the data was extract,UDP:EDT4P:EDTWH,Yes,,,Q2-Q4 2021,,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_APPOINTMENT_DISPOSITION,ROW_CURRENT_INDICATOR,CHARACTER 1,A Y/N flag indicating whether the row in an EDT table is the most current version of the information for the related business entity instance,Y,Ignore,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_DISPOSITION,ROW_FROM_DTM,TIMESTAMP 10,Date and time the EDT record first became active or valid,2017-07-05-15.39.00,Ignore,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_DISPOSITION,ROW_ITERATION_NUMBER,INTEGER 4,Reference to the ETL Iteration Table that provides information on row creation,(N/A),Ignore,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_DISPOSITION,ROW_LOADED_DTM,TIMESTAMP 10,Date and time the ETL job loaded this record,2017-07-05-15.39.00,Ignore,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_DISPOSITION,ROW_SOURCE_ID,BIGINT 8,A unique identifier of the source system for this record,(Key value),Yes,,,Q1 2021,,,,,,Low,-,No change,
DIM_APPOINTMENT_DISPOSITION,ROW_TO_DTM,TIMESTAMP 10,Date and time EDT record last became active or valid,2017-07-05-15.39.00,Ignore,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_DISPOSITION,SOURCE_SYSTEM_KEY,VARCHAR 50,Proprietary key values to original source application,(Key value),No,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_DISPOSITION,STANDARD_APPOINTMENT_DISPOSITION_CODE,VARCHAR 50,The code for the disposition of the appointment,CONFIRMED,Yes,,,Q1 2020,,,,,,Low,-,No change,
DIM_APPOINTMENT_DISPOSITION,STANDARD_APPOINTMENT_DISPOSITION_DESCRIPTION,VARCHAR 255,The description of the disposition of the appointment,Confirmed,Yes,,,Q1 2020,,,,,,Low,-,No change,
DIM_APPOINTMENT_DISPOSITION,STANDARD_APPOINTMENT_DISPOSITION_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_APPOINTMENT_DISPOSITION table which provides information about the specified appointment disposition,(Key value),Yes,,,Q1 2020,,,,,,Low,-,No change,
DIM_APPOINTMENT_INDICATION_BRIDGE,APPOINTMENT_FPK,BIGINT 8,Unique identifier used as a primary key which contains a value that identifies a specific row within the FACT_APPOINTMENT table,(Key value),Yes,,HASHING,Q1 2020,,FACT_APPOINTMENT,APPOINTMENT_FPK,FOREIGN,,Low,-,Hashed,
DIM_APPOINTMENT_INDICATION_BRIDGE,APPOINTMENT_INDICATION_BRIDGE_DK,BIGINT 8,Unique identifier used as a primary key which contains a value that identifies a specific row within the DIM_APPOINTMENT_INDICATION_BRIDGE table,(Key value),Yes,,HASHING,Q1 2020,,DIM_APPOINTMENT_INDICATION_BRIDGE,,PRIMARY,Yes,High,Unique ID,Hashed,
DIM_APPOINTMENT_INDICATION_BRIDGE,APPOINTMENT_INDICATION_FREE_TEXT,"VARCHAR 1,000",Textual information describing the appointment and its associated diagnosis,Elevated creatinine,Yes,,TEXT_PROCESSING,Q1 2020,,,,,,,,,ONLY IN UNSTRUCTURED REPORT
DIM_APPOINTMENT_INDICATION_BRIDGE,DEID_DTM,TIMESTAMP 10,Date and time the DEID software processed the first record in the file,2021-09-04 21:36:51,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_APPOINTMENT_INDICATION_BRIDGE,DEID_VERSION,VARCHAR 30,DEID Software version which process this file,v1.8.3,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_APPOINTMENT_INDICATION_BRIDGE,DIAGNOSIS_CODE_DK,BIGINT 8,Unique identifier used as a foreign key to access a specific row within the DIM_DIAGNOSIS_CODE table which provides information about the specified diagnosis code,(Key value),Yes,,,Q1 2020,,DIM_DIAGNOSIS_CODE,DIAGNOSIS_CODE_DK,FOREIGN,,Low,Public Events,No change,
DIM_APPOINTMENT_INDICATION_BRIDGE,EXTRACT_DTM,TIMESTAMP 10,Date and time the table was extracted from the source in the data files,2021-07-26 21:36:51,Yes,,,Q2-Q4 2021,,,,,,,,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_APPOINTMENT_INDICATION_BRIDGE,EXTRACT_SOURCE,VARCHAR 30,Source of the table from where the data was extract,UDP:EDT4P:EDTWH,Yes,,,Q2-Q4 2021,,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_APPOINTMENT_INDICATION_BRIDGE,PATIENT_DK,BIGINT 8,Unique identifier used as a primary key which contains a value that identifies a specific row within the DIM_PATIENT table,(Key value),Yes,,HASHING,Q1 2020,,DIM_PATIENT,PATIENT_DK,FOREIGN,,High,Unique ID,Hashed,
DIM_APPOINTMENT_INDICATION_BRIDGE,ROW_CURRENT_INDICATOR,CHARACTER 1,A Y/N flag indicating whether the row in an EDT table is the most current version of the information for the related business entity instance,Y,Ignore,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_INDICATION_BRIDGE,ROW_FROM_DTM,TIMESTAMP 10,Date and time the EDT record first became active or valid,2017-07-05-15.39.00,Ignore,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_INDICATION_BRIDGE,ROW_ITERATION_NUMBER,INTEGER 4,Reference to the ETL Iteration Table that provides information on row creation,(N/A),Ignore,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_INDICATION_BRIDGE,ROW_LOADED_DTM,TIMESTAMP 10,Date and time the ETL job loaded this record,2017-07-05-15.39.00,Ignore,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_INDICATION_BRIDGE,ROW_SOURCE_ID,BIGINT 8,A unique identifier of the source system for this record,(Key value),Yes,,,Q1 2021,VALIDATION_ID_FIELD,,,,,Low,-,No change,
DIM_APPOINTMENT_INDICATION_BRIDGE,ROW_TO_DTM,TIMESTAMP 10,Date and time EDT record last became active or valid,2017-07-05-15.39.00,Ignore,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_INDICATION_BRIDGE,SOURCE_SYSTEM_KEY,VARCHAR 255,Proprietary key values to original source application,(Key value),No,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_REFERRAL_TYPE,APPOINTMENT_REFERRAL_TYPE_CODE,VARCHAR 50,The code for the appointment referral type,EXTERNAL,Yes,,,Q1 2020,,,,,,Low,-,No change,
DIM_APPOINTMENT_REFERRAL_TYPE,APPOINTMENT_REFERRAL_TYPE_DESCRIPTION,VARCHAR 255,The desciption of the appointment referral type code,External referral,Yes,,,Q1 2020,,,,,,Low,-,No change,
DIM_APPOINTMENT_REFERRAL_TYPE,APPOINTMENT_REFERRAL_TYPE_DK,BIGINT 8,Unique identifier used as a primary key which contains a value that identifies a specific row within the DIM_APPOINTMENT_REFERRAL_TYPE table. This value is also used in the FACT_APPOINTMENT table to establish this relationship,(Key value),Yes,,,Q1 2020,,DIM_APPOINTMENT_REFERRAL_TYPE,,PRIMARY,Yes,Low,-,No change,
DIM_APPOINTMENT_REFERRAL_TYPE,DEID_DTM,TIMESTAMP 10,Date and time the DEID software processed the first record in the file,2021-09-04 21:36:51,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_APPOINTMENT_REFERRAL_TYPE,DEID_VERSION,VARCHAR 30,DEID Software version which process this file,v1.8.3,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_APPOINTMENT_REFERRAL_TYPE,EXTRACT_DTM,TIMESTAMP 10,Date and time the table was extracted from the source in the data files,2021-07-26 21:36:51,Yes,,,Q2-Q4 2021,,,,,,,,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_APPOINTMENT_REFERRAL_TYPE,EXTRACT_SOURCE,VARCHAR 30,Source of the table from where the data was extract,UDP:EDT4P:EDTWH,Yes,,,Q2-Q4 2021,,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_APPOINTMENT_REFERRAL_TYPE,ROW_CURRENT_INDICATOR,CHARACTER 1,A Y/N flag indicating whether the row in an EDT table is the most current version of the information for the related business entity instance,Y,Ignore,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_REFERRAL_TYPE,ROW_FROM_DTM,TIMESTAMP 10,Date and time the EDT record first became active or valid,2017-07-05-15.39.00,Ignore,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_REFERRAL_TYPE,ROW_ITERATION_NUMBER,INTEGER 4,Reference to the ETL Iteration Table that provides information on row creation,(N/A),Ignore,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_REFERRAL_TYPE,ROW_LOADED_DTM,TIMESTAMP 10,Date and time the ETL job loaded this record,2017-07-05-15.39.00,Ignore,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_REFERRAL_TYPE,ROW_SOURCE_ID,BIGINT 8,A unique identifier of the source system for this record,(Key value),Yes,,,Q1 2021,,,,,,Low,-,No change,
DIM_APPOINTMENT_REFERRAL_TYPE,ROW_TO_DTM,TIMESTAMP 10,Date and time EDT record last became active or valid,2017-07-05-15.39.00,Ignore,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_REFERRAL_TYPE,SOURCE_SYSTEM_KEY,VARCHAR 50,Proprietary key values to original source application,(Key value),No,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_REFERRAL_TYPE,STANDARD_APPOINTMENT_REFERRAL_TYPE_CODE,VARCHAR 50,The code for the appointment referral type,EXTERNAL,Yes,,,Q1 2020,,,,,,Low,-,No change,
DIM_APPOINTMENT_REFERRAL_TYPE,STANDARD_APPOINTMENT_REFERRAL_TYPE_DESCRIPTION,VARCHAR 255,The desciption of the appointment referral type code,External referral,Yes,,,Q1 2020,,,,,,Low,-,No change,
DIM_APPOINTMENT_REFERRAL_TYPE,STANDARD_APPOINTMENT_REFERRAL_TYPE_DK,BIGINT 8,Unique identifier used as a primary key which contains a value that identifies a specific row within the DIM_APPOINTMENT_REFERRAL_TYPE table. This value is also used in the FACT_APPOINTMENT table to establish this relationship,(Key value),Yes,,,Q1 2020,,,,,,Low,-,No change,
DIM_APPOINTMENT_RESOURCE,APPOINTMENT_RESOURCE_CARE_TEAM,VARCHAR 100,"The care team associated with the appointment resource (e.g., Allergy and Immunology).",,No,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_RESOURCE,APPOINTMENT_RESOURCE_CATEGORY_CODE,VARCHAR 50,The category code of the resource,10230,No,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_RESOURCE,APPOINTMENT_RESOURCE_CATEGORY_DESCRIPTION,VARCHAR 255,The description of the resource category,Clinical Nurse Specialist Provider,Yes,,INCLUSIONLIST,Q1 2020,,,,,,Moderate,Geography,Inclusion list,
DIM_APPOINTMENT_RESOURCE,APPOINTMENT_RESOURCE_CODE,VARCHAR 50,Numerical representation of the resource,3200,No,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_RESOURCE,APPOINTMENT_RESOURCE_DESCRIPTION,VARCHAR 255,The description of the numerical resource code,REDFIELD IRC2100 #03200,No,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_RESOURCE,APPOINTMENT_RESOURCE_DK,BIGINT 8,Unique identifier used as a primary key which contains a value that identifies a specific row within the DIM_APPOINTMENT_RESOURCE table. This value is also used in the FACT_APPOINTMENT table to establish this relationship,(Key value),Yes,,HASHING,Q1 2020,,DIM_APPOINTMENT_RESOURCE,,PRIMARY,Yes,Low,-,Hashed,
DIM_APPOINTMENT_RESOURCE,APPOINTMENT_RESOURCE_INTERNAL_EXTERNAL_INDICATOR,CHARACTER 1,Identifies whether the resource is considered an Internal (I) or External (E) resource.,,No,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_RESOURCE,APPOINTMENT_RESOURCE_MODALITY,VARCHAR 100,"Identifies the modality of the resource (e.g., Nuclear Medicine, Mammography).",,No,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_RESOURCE,APPOINTMENT_RESOURCE_NPI,VARCHAR 50,National Provider Identifier for appointment resource.,,No,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_RESOURCE,APPOINTMENT_RESOURCE_PERSON_ID,BIGINT 8,Mayo Clinic's Person Identification Number for appointment resource.,,No,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_RESOURCE,APPOINTMENT_RESOURCE_SITE,VARCHAR 50,The name of the site the resource is at,ROCHESTER,Yes,,,Q1 2021,,,,,,Moderate,Geography,No change,
DIM_APPOINTMENT_RESOURCE,APPOINTMENT_RESOURCE_TYPE,VARCHAR 100,Identifies whether the resource is a person or a resource.,,Yes,,,Q1 2020,,,,,,Low,-,No change,
DIM_APPOINTMENT_RESOURCE,DEID_DTM,TIMESTAMP 10,Date and time the DEID software processed the first record in the file,2021-09-04 21:36:51,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_APPOINTMENT_RESOURCE,DEID_VERSION,VARCHAR 30,DEID Software version which process this file,v1.8.3,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_APPOINTMENT_RESOURCE,EXTRACT_DTM,TIMESTAMP 10,Date and time the table was extracted from the source in the data files,2021-07-26 21:36:51,Yes,,,Q2-Q4 2021,,,,,,,,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_APPOINTMENT_RESOURCE,EXTRACT_SOURCE,VARCHAR 30,Source of the table from where the data was extract,UDP:EDT4P:EDTWH,Yes,,,Q2-Q4 2021,,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_APPOINTMENT_RESOURCE,ROW_CURRENT_INDICATOR,CHARACTER 1,A Y/N flag indicating whether the row in an EDT table is the most current version of the information for the related business entity instance,Y,Ignore,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_RESOURCE,ROW_FROM_DTM,TIMESTAMP 10,Date and time the EDT record first became active or valid,2017-07-05-15.39.00,Ignore,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_RESOURCE,ROW_ITERATION_NUMBER,INTEGER 4,Reference to the ETL Iteration Table that provides information on row creation,(N/A),Ignore,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_RESOURCE,ROW_LOADED_DTM,TIMESTAMP 10,Date and time the ETL job loaded this record,2017-07-05-15.39.00,Ignore,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_RESOURCE,ROW_SOURCE_ID,BIGINT 8,A unique identifier of the source system for this record,(Key value),Yes,,,Q1 2021,,,,,,Low,-,No change,
DIM_APPOINTMENT_RESOURCE,ROW_TO_DTM,TIMESTAMP 10,Date and time EDT record last became active or valid,2017-07-05-15.39.00,Ignore,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_RESOURCE,SOURCE_SYSTEM_KEY,VARCHAR 50,Proprietary key values to original source application,(Key value),No,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_RESOURCE,STANDARD_APPOINTMENT_RESOURCE_CODE,VARCHAR 50,The category code of the resource,,No,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_RESOURCE,STANDARD_APPOINTMENT_RESOURCE_DESCRIPTION,VARCHAR 255,The description of the resource category,,No,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_RESOURCE,STANDARD_APPOINTMENT_RESOURCE_DK,BIGINT 8,Unique Identifier used as a primary key which contains a value that identifies a specific row within the DIM_APPOINTMENT_RESOURCE table. This value is also used in the FACT_APPOINTMENT table to establish this relationship,(Key value),No,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_TYPE,APPOINTMENT_TYPE_CODE,VARCHAR 50,The code type of the appointment,RADIOLOGYHISTORYCHECK,No,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_TYPE,APPOINTMENT_TYPE_COMMENT,VARCHAR 400,Comments about the appointment type,,Yes,,INCLUSIONLIST,Q1 2020,,,,,,Moderate,"Semantics, Geography",Inclusion list,
DIM_APPOINTMENT_TYPE,APPOINTMENT_TYPE_DESCRIPTION,VARCHAR 255,The description of the appointment type,Radiology history Check,Yes,,INCLUSIONLIST,Q1 2020,,,,,,Moderate,"Semantics, Geography",Inclusion list,
DIM_APPOINTMENT_TYPE,APPOINTMENT_TYPE_DK,BIGINT 8,Unique identifier used as a primary key which contains a value that identifies a specific row within the DIM_APPOINTMENT_TYPE table. This value is also used in the FACT_APPOINTMENT table to establish this relationship,(Key value),Yes,,,Q1 2020,,DIM_APPOINTMENT_TYPE,,PRIMARY,Yes,Low,-,No change,
DIM_APPOINTMENT_TYPE,DEID_DTM,TIMESTAMP 10,Date and time the DEID software processed the first record in the file,2021-09-04 21:36:51,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_APPOINTMENT_TYPE,DEID_VERSION,VARCHAR 30,DEID Software version which process this file,v1.8.3,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_APPOINTMENT_TYPE,EXTRACT_DTM,TIMESTAMP 10,Date and time the table was extracted from the source in the data files,2021-07-26 21:36:51,Yes,,,Q2-Q4 2021,,,,,,,,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_APPOINTMENT_TYPE,EXTRACT_SOURCE,VARCHAR 30,Source of the table from where the data was extract,UDP:EDT4P:EDTWH,Yes,,,Q2-Q4 2021,,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_APPOINTMENT_TYPE,ROW_CURRENT_INDICATOR,CHARACTER 1,A Y/N flag indicating whether the row in an EDT table is the most current version of the information for the related business entity instance,Y,Ignore,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_TYPE,ROW_FROM_DTM,TIMESTAMP 10,Date and time the EDT record first became active or valid,2017-07-05-15.39.00,Ignore,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_TYPE,ROW_ITERATION_NUMBER,INTEGER 4,Reference to the ETL Iteration Table that provides information on row creation,(N/A),Ignore,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_TYPE,ROW_LOADED_DTM,TIMESTAMP 10,Date and time the ETL job loaded this record,2017-07-05-15.39.00,Ignore,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_TYPE,ROW_SOURCE_ID,BIGINT 8,A unique identifier of the source system for this record,(Key value),Yes,,,Q1 2021,,,,,,Low,-,No change,
DIM_APPOINTMENT_TYPE,ROW_TO_DTM,TIMESTAMP 10,Date and time EDT record last became active or valid,2017-07-05-15.39.00,Ignore,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_TYPE,SOURCE_SYSTEM_KEY,VARCHAR 50,Proprietary key values to original source application,(Key value),No,,,Q1 2020,,,,,,,,,
DIM_APPOINTMENT_TYPE,STANDARD_APPOINTMENT_TYPE_CODE,VARCHAR 50,The code type of the appointment,,Yes,,,Q1 2020,,,,,,Low,-,No change,
DIM_APPOINTMENT_TYPE,STANDARD_APPOINTMENT_TYPE_DESC,VARCHAR 255,The description of the appointment type,,Yes,,,Q1 2020,,,,,,Low,-,No change,
DIM_APPOINTMENT_TYPE,STANDARD_APPOINTMENT_TYPE_DK,BIGINT 8,Unique indentifier used as a primary key which contains a value that identifies a specific row within the DIM_APPOINTMENT_TYPE table. This value is also used in the FACT_APPOINTMENT table to establish this relationship,(Key value),Yes,,,Q1 2020,,,,,,Moderate,"Semantics, Geography",No change,
DIM_CLINICAL_DOCUMENT_TYPE,CLINICAL_DOCUMENT_TYPE_CODE,VARCHAR 50,,,Yes,,,Q2-Q4 2020,,,,,,Low,-,No change,
DIM_CLINICAL_DOCUMENT_TYPE,CLINICAL_DOCUMENT_TYPE_DESCRIPTION,VARCHAR 255,,,Yes,,,Q2-Q4 2020,,,,,,Low,-,No change,
DIM_CLINICAL_DOCUMENT_TYPE,CLINICAL_DOCUMENT_TYPE_DK,BIGINT 8,,,Yes,,,Q2-Q4 2020,,DIM_CLINICAL_DOCUMENT_TYPE,,PRIMARY,Yes,Low,-,No change,
DIM_CLINICAL_DOCUMENT_TYPE,DEID_DTM,TIMESTAMP 10,Date and time the DEID software processed the first record in the file,2021-09-04 21:36:51,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_CLINICAL_DOCUMENT_TYPE,DEID_VERSION,VARCHAR 30,DEID Software version which process this file,v1.8.3,Yes,,,Q2-Q4 2021,SYNTHETIC,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_CLINICAL_DOCUMENT_TYPE,EXTRACT_DTM,TIMESTAMP 10,Date and time the table was extracted from the source in the data files,2021-07-26 21:36:51,Yes,,,Q2-Q4 2021,,,,,,,,No change,"8/31 New field to track version, run date, data cohort, etc."
DIM_CLINICAL_DOCUMENT_TYPE,EXTRACT_SOURCE,VARCHAR 30,Source of the table from where the data was extract,UDP:EDT4P:EDTWH,Yes,,,Q2-Q4 2021,,,,,,Low,-,No change,"8/31 New field to track version, run date, data cohort, etc."
